Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Guaratuba,410960,PR,Sul,BUTANTAN/SINOVAC,15652,8284,7368
Guaratuba,410960,PR,Sul,PFIZER/BIONTECH,11831,8911,2857
Guaratuba,410960,PR,Sul,JANSSEN,760,0,0
Guarda-Mor,312860,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5285,2746,2539
Guarda-Mor,312860,MG,Sudeste,BUTANTAN/SINOVAC,2499,1330,1169
Guarda-Mor,312860,MG,Sudeste,PFIZER/BIONTECH,2030,1444,586
Guarda-Mor,312860,MG,Sudeste,JANSSEN,128,0,0
Guareí,351850,SP,Sudeste,FIOCRUZ/ASTRAZENECA,11148,5498,5650
Guareí,351850,SP,Sudeste,BUTANTAN/SINOVAC,9498,4629,4869
Guareí,351850,SP,Sudeste,PFIZER/BIONTECH,5040,3265,1766
Guareí,351850,SP,Sudeste,JANSSEN,453,0,0
Guariba,351860,SP,Sudeste,FIOCRUZ/ASTRAZENECA,21909,11261,10648
Guariba,351860,SP,Sudeste,BUTANTAN/SINOVAC,20344,10558,9786
Guariba,351860,SP,Sudeste,PFIZER/BIONTECH,13452,8851,4578
Guariba,351860,SP,Sudeste,JANSSEN,1172,0,0
Guaribas,220455,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1860,1112,748
Guaribas,220455,PI,Nordeste,BUTANTAN/SINOVAC,1662,869,793
Guaribas,220455,PI,Nordeste,PFIZER/BIONTECH,1550,1154,396
Guaribas,220455,PI,Nordeste,JANSSEN,65,0,0
Guarinos,520945,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1527,777,750
Guarinos,520945,GO,Centro-Oeste,BUTANTAN/SINOVAC,1273,659,614
Guarinos,520945,GO,Centro-Oeste,PFIZER/BIONTECH,351,298,43
Guarinos,520945,GO,Centro-Oeste,JANSSEN,11,0,0
Guarujá,351870,SP,Sudeste,FIOCRUZ/ASTRAZENECA,200300,115869,84431
Guarujá,351870,SP,Sudeste,BUTANTAN/SINOVAC,141901,74610,67277
Guarujá,351870,SP,Sudeste,PFIZER/BIONTECH,84987,56255,28473
Guarujá,351870,SP,Sudeste,JANSSEN,8892,0,0
Guarujá Do Sul,420660,SC,Sul,FIOCRUZ/ASTRAZENECA,4139,2143,1996
Guarujá Do Sul,420660,SC,Sul,BUTANTAN/SINOVAC,2009,1022,987
Guarujá Do Sul,420660,SC,Sul,PFIZER/BIONTECH,1278,930,322
Guarujá Do Sul,420660,SC,Sul,JANSSEN,197,0,0
Guarulhos,351880,SP,Sudeste,FIOCRUZ/ASTRAZENECA,785917,411209,374708
Guarulhos,351880,SP,Sudeste,BUTANTAN/SINOVAC,688932,357343,331585
Guarulhos,351880,SP,Sudeste,PFIZER/BIONTECH,413608,280828,131047
Guarulhos,351880,SP,Sudeste,JANSSEN,39978,0,0
Guatambú,420665,SC,Sul,FIOCRUZ/ASTRAZENECA,2886,1522,1364
Guatambú,420665,SC,Sul,BUTANTAN/SINOVAC,2403,1358,1045
Guatambú,420665,SC,Sul,PFIZER/BIONTECH,2152,1667,466
Guatambú,420665,SC,Sul,JANSSEN,152,0,0
Guatapará,351885,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4661,2263,2398
Guatapará,351885,SP,Sudeste,BUTANTAN/SINOVAC,4560,2254,2306
Guatapará,351885,SP,Sudeste,PFIZER/BIONTECH,2236,1622,614
Guatapará,351885,SP,Sudeste,JANSSEN,209,0,0
Guaxupé,312870,MG,Sudeste,FIOCRUZ/ASTRAZENECA,26214,15616,10598
Guaxupé,312870,MG,Sudeste,PFIZER/BIONTECH,17044,12481,4511
Guaxupé,312870,MG,Sudeste,BUTANTAN/SINOVAC,16380,8692,7688
Guaxupé,312870,MG,Sudeste,JANSSEN,1565,0,0
Guia Lopes Da Laguna,500410,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5756,3193,2563
Guia Lopes Da Laguna,500410,MS,Centro-Oeste,BUTANTAN/SINOVAC,3677,2059,1618
Guia Lopes Da Laguna,500410,MS,Centro-Oeste,PFIZER/BIONTECH,3050,1921,1109
Guia Lopes Da Laguna,500410,MS,Centro-Oeste,JANSSEN,448,0,0
Guidoval,312880,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4301,2601,1700
Guidoval,312880,MG,Sudeste,BUTANTAN/SINOVAC,3210,1671,1539
Guidoval,312880,MG,Sudeste,PFIZER/BIONTECH,2159,1691,453
Guidoval,312880,MG,Sudeste,JANSSEN,169,0,0
Guimarães,210490,MA,Nordeste,FIOCRUZ/ASTRAZENECA,10395,5633,4762
Guimarães,210490,MA,Nordeste,BUTANTAN/SINOVAC,3282,1682,1600
Guimarães,210490,MA,Nordeste,PFIZER/BIONTECH,1137,1019,118
Guimarães,210490,MA,Nordeste,JANSSEN,105,0,0
Guimarânia,312890,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5180,2677,2503
Guimarânia,312890,MG,Sudeste,BUTANTAN/SINOVAC,3424,1766,1658
Guimarânia,312890,MG,Sudeste,PFIZER/BIONTECH,3003,2050,952
Guimarânia,312890,MG,Sudeste,JANSSEN,240,0,0
Guiratinga,510420,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,6239,3828,2410
Guiratinga,510420,MT,Centro-Oeste,BUTANTAN/SINOVAC,4472,2252,2220
Guiratinga,510420,MT,Centro-Oeste,PFIZER/BIONTECH,2572,1724,842
Guiratinga,510420,MT,Centro-Oeste,JANSSEN,368,0,0
Guiricema,312900,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4252,2849,1403
Guiricema,312900,MG,Sudeste,BUTANTAN/SINOVAC,3334,1869,1465
Guiricema,312900,MG,Sudeste,PFIZER/BIONTECH,1670,1414,256
Guiricema,312900,MG,Sudeste,JANSSEN,135,0,0
Gurinhatã,312910,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2901,1807,1094
Gurinhatã,312910,MG,Sudeste,BUTANTAN/SINOVAC,2462,1289,1173
Gurinhatã,312910,MG,Sudeste,PFIZER/BIONTECH,1243,983,201
Gurinhatã,312910,MG,Sudeste,JANSSEN,63,0,0
Gurinhém,250640,PB,Nordeste,FIOCRUZ/ASTRAZENECA,6267,3685,2582
Gurinhém,250640,PB,Nordeste,BUTANTAN/SINOVAC,5715,3059,2656
Gurinhém,250640,PB,Nordeste,PFIZER/BIONTECH,3684,3081,603
Gurinhém,250640,PB,Nordeste,JANSSEN,225,0,0
Gurjão,250650,PB,Nordeste,BUTANTAN/SINOVAC,1580,805,775
Gurjão,250650,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1484,883,601
Gurjão,250650,PB,Nordeste,PFIZER/BIONTECH,956,770,180
Gurjão,250650,PB,Nordeste,JANSSEN,65,0,0
Gurupá,150310,PA,Norte,FIOCRUZ/ASTRAZENECA,18682,11271,7411
Gurupá,150310,PA,Norte,BUTANTAN/SINOVAC,3136,2028,1108
Gurupá,150310,PA,Norte,PFIZER/BIONTECH,1993,1769,204
Gurupá,150310,PA,Norte,JANSSEN,630,0,0
Gurupi,170950,TO,Norte,PFIZER/BIONTECH,39942,31220,8598
Gurupi,170950,TO,Norte,FIOCRUZ/ASTRAZENECA,35055,19269,15786
Gurupi,170950,TO,Norte,BUTANTAN/SINOVAC,15785,8240,7545
Gurupi,170950,TO,Norte,JANSSEN,1747,0,0
Guzolândia,351890,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3012,1522,1490
Guzolândia,351890,SP,Sudeste,BUTANTAN/SINOVAC,2540,1255,1285
Guzolândia,351890,SP,Sudeste,PFIZER/BIONTECH,1580,963,613
Guzolândia,351890,SP,Sudeste,JANSSEN,112,0,0
Harmonia,430955,RS,Sul,FIOCRUZ/ASTRAZENECA,2732,1493,1239
Harmonia,430955,RS,Sul,BUTANTAN/SINOVAC,2304,1227,1077
Harmonia,430955,RS,Sul,PFIZER/BIONTECH,1525,1081,444
Harmonia,430955,RS,Sul,JANSSEN,144,0,0
Heitoraí,520960,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2430,1321,1109
Heitoraí,520960,GO,Centro-Oeste,BUTANTAN/SINOVAC,1697,897,800
Heitoraí,520960,GO,Centro-Oeste,PFIZER/BIONTECH,765,727,38
Heitoraí,520960,GO,Centro-Oeste,JANSSEN,28,0,0
Heliodora,312920,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3346,1869,1477
Heliodora,312920,MG,Sudeste,BUTANTAN/SINOVAC,2776,1431,1345
Heliodora,312920,MG,Sudeste,PFIZER/BIONTECH,1831,1501,328
Heliodora,312920,MG,Sudeste,JANSSEN,104,0,0
Heliópolis,291185,BA,Nordeste,FIOCRUZ/ASTRAZENECA,8489,5165,3324
Heliópolis,291185,BA,Nordeste,BUTANTAN/SINOVAC,5007,2659,2348
Heliópolis,291185,BA,Nordeste,PFIZER/BIONTECH,4727,4001,726
Heliópolis,291185,BA,Nordeste,JANSSEN,334,0,0
Herculândia,351900,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8442,5016,3426
Herculândia,351900,SP,Sudeste,BUTANTAN/SINOVAC,5336,2835,2488
Herculândia,351900,SP,Sudeste,PFIZER/BIONTECH,3544,2338,1178
Herculândia,351900,SP,Sudeste,JANSSEN,387,0,0
Herval,430710,RS,Sul,FIOCRUZ/ASTRAZENECA,5420,3075,2345
Herval,430710,RS,Sul,BUTANTAN/SINOVAC,2245,1121,1124
Herval,430710,RS,Sul,PFIZER/BIONTECH,1486,943,494
Herval,430710,RS,Sul,JANSSEN,165,0,0
Herval D'Oeste,420670,SC,Sul,FIOCRUZ/ASTRAZENECA,12547,6713,5834
Herval D'Oeste,420670,SC,Sul,BUTANTAN/SINOVAC,7612,4114,3498
Herval D'Oeste,420670,SC,Sul,PFIZER/BIONTECH,6871,5305,1393
Herval D'Oeste,420670,SC,Sul,JANSSEN,739,0,0
Herveiras,430957,RS,Sul,FIOCRUZ/ASTRAZENECA,1672,860,812
Herveiras,430957,RS,Sul,PFIZER/BIONTECH,1118,655,425
Herveiras,430957,RS,Sul,BUTANTAN/SINOVAC,1059,543,516
Herveiras,430957,RS,Sul,JANSSEN,75,0,0
Hidrolândia,230520,CE,Nordeste,BUTANTAN/SINOVAC,3723,1908,1815
Hidrolândia,230520,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2686,1584,1102
Hidrolândia,230520,CE,Nordeste,PFIZER/BIONTECH,13,0,13
Hidrolândia,520970,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,10633,6237,4396
Hidrolândia,520970,GO,Centro-Oeste,BUTANTAN/SINOVAC,7510,4063,3447
Hidrolândia,520970,GO,Centro-Oeste,PFIZER/BIONTECH,5923,5637,285
Hidrolândia,520970,GO,Centro-Oeste,JANSSEN,365,0,0
Hidrolina,520980,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2782,1561,1221
Hidrolina,520980,GO,Centro-Oeste,BUTANTAN/SINOVAC,1494,775,719
Hidrolina,520980,GO,Centro-Oeste,PFIZER/BIONTECH,411,409,2
Hidrolina,520980,GO,Centro-Oeste,JANSSEN,40,0,0
Holambra,351905,SP,Sudeste,BUTANTAN/SINOVAC,9602,5198,4404
Holambra,351905,SP,Sudeste,FIOCRUZ/ASTRAZENECA,9079,4868,4211
Holambra,351905,SP,Sudeste,PFIZER/BIONTECH,5258,3228,2027
Holambra,351905,SP,Sudeste,JANSSEN,434,0,0
Honório Serpa,410965,PR,Sul,FIOCRUZ/ASTRAZENECA,3263,1719,1544
Honório Serpa,410965,PR,Sul,BUTANTAN/SINOVAC,1975,994,981
Honório Serpa,410965,PR,Sul,PFIZER/BIONTECH,1447,1180,267
Honório Serpa,410965,PR,Sul,JANSSEN,65,0,0
Horizonte,230523,CE,Nordeste,BUTANTAN/SINOVAC,5916,3391,2525
Horizonte,230523,CE,Nordeste,FIOCRUZ/ASTRAZENECA,3587,3077,510
Horizonte,230523,CE,Nordeste,PFIZER/BIONTECH,430,365,65
Horizonte,230523,CE,Nordeste,JANSSEN,8,0,0
Horizontina,430960,RS,Sul,FIOCRUZ/ASTRAZENECA,11122,5884,5238
Horizontina,430960,RS,Sul,BUTANTAN/SINOVAC,7166,3608,3558
Horizontina,430960,RS,Sul,PFIZER/BIONTECH,6452,4826,1591
Horizontina,430960,RS,Sul,JANSSEN,482,0,0
Hortolândia,351907,SP,Sudeste,FIOCRUZ/ASTRAZENECA,136794,76363,60431
Hortolândia,351907,SP,Sudeste,BUTANTAN/SINOVAC,124037,62279,61758
Hortolândia,351907,SP,Sudeste,PFIZER/BIONTECH,73934,46219,27599
Hortolândia,351907,SP,Sudeste,JANSSEN,7188,0,0
Hugo Napoleão,220460,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2006,1102,904
Hugo Napoleão,220460,PI,Nordeste,BUTANTAN/SINOVAC,1723,916,807
Hugo Napoleão,220460,PI,Nordeste,PFIZER/BIONTECH,928,731,197
Hugo Napoleão,220460,PI,Nordeste,JANSSEN,70,0,0
Hulha Negra,430965,RS,Sul,FIOCRUZ/ASTRAZENECA,4986,2731,2255
Hulha Negra,430965,RS,Sul,BUTANTAN/SINOVAC,1333,696,637
Hulha Negra,430965,RS,Sul,PFIZER/BIONTECH,1291,786,505
Hulha Negra,430965,RS,Sul,JANSSEN,149,0,0
Humaitá,130170,AM,Norte,FIOCRUZ/ASTRAZENECA,27721,15466,12255
Humaitá,130170,AM,Norte,BUTANTAN/SINOVAC,21346,12254,9092
Humaitá,130170,AM,Norte,PFIZER/BIONTECH,2947,2870,77
Humaitá,130170,AM,Norte,JANSSEN,508,0,0
Humaitá,430970,RS,Sul,FIOCRUZ/ASTRAZENECA,3153,1700,1453
Humaitá,430970,RS,Sul,BUTANTAN/SINOVAC,1810,918,892
Humaitá,430970,RS,Sul,PFIZER/BIONTECH,1554,1045,509
Humaitá,430970,RS,Sul,JANSSEN,127,0,0
Humberto De Campos,210500,MA,Nordeste,FIOCRUZ/ASTRAZENECA,7368,4737,2631
Humberto De Campos,210500,MA,Nordeste,BUTANTAN/SINOVAC,6534,3783,2751
Humberto De Campos,210500,MA,Nordeste,PFIZER/BIONTECH,2361,2361,0
Humberto De Campos,210500,MA,Nordeste,JANSSEN,194,0,0
Iacanga,351910,SP,Sudeste,FIOCRUZ/ASTRAZENECA,7572,3806,3766
Iacanga,351910,SP,Sudeste,BUTANTAN/SINOVAC,5907,2929,2978
Iacanga,351910,SP,Sudeste,PFIZER/BIONTECH,3482,2256,1226
Iacanga,351910,SP,Sudeste,JANSSEN,379,0,0
Iaciara,520990,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,9750,5477,4273
Iaciara,520990,GO,Centro-Oeste,BUTANTAN/SINOVAC,2673,1431,1242
Iaciara,520990,GO,Centro-Oeste,PFIZER/BIONTECH,1578,1557,14
Iaciara,520990,GO,Centro-Oeste,JANSSEN,164,0,0
Iacri,351920,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4091,2043,2048
Iacri,351920,SP,Sudeste,BUTANTAN/SINOVAC,4047,1991,2019
Iacri,351920,SP,Sudeste,PFIZER/BIONTECH,1958,1291,662
Iacri,351920,SP,Sudeste,JANSSEN,142,0,0
Iaçu,291190,BA,Nordeste,FIOCRUZ/ASTRAZENECA,10556,6162,4394
Iaçu,291190,BA,Nordeste,BUTANTAN/SINOVAC,7838,4394,3443
Iaçu,291190,BA,Nordeste,PFIZER/BIONTECH,5048,4332,687
Iaçu,291190,BA,Nordeste,JANSSEN,152,0,0
Iapu,312930,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5919,3044,2875
Iapu,312930,MG,Sudeste,BUTANTAN/SINOVAC,3811,1942,1869
Iapu,312930,MG,Sudeste,PFIZER/BIONTECH,3722,2708,998
Iapu,312930,MG,Sudeste,JANSSEN,150,0,0
Iaras,351925,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5871,2930,2941
Iaras,351925,SP,Sudeste,PFIZER/BIONTECH,4292,2475,1799
Iaras,351925,SP,Sudeste,BUTANTAN/SINOVAC,4288,2148,2140
Iaras,351925,SP,Sudeste,JANSSEN,215,0,0
Iati,260650,PE,Nordeste,FIOCRUZ/ASTRAZENECA,10032,5392,4640
Iati,260650,PE,Nordeste,PFIZER/BIONTECH,6325,4293,1997
Iati,260650,PE,Nordeste,BUTANTAN/SINOVAC,5248,2777,2471
Iati,260650,PE,Nordeste,JANSSEN,171,0,0
Ibaiti,410970,PR,Sul,FIOCRUZ/ASTRAZENECA,17627,10286,7341
Ibaiti,410970,PR,Sul,BUTANTAN/SINOVAC,9539,5048,4491
Ibaiti,410970,PR,Sul,PFIZER/BIONTECH,7839,6053,1780
Ibaiti,410970,PR,Sul,JANSSEN,729,0,0
Ibarama,430975,RS,Sul,FIOCRUZ/ASTRAZENECA,2092,1088,1004
Ibarama,430975,RS,Sul,BUTANTAN/SINOVAC,2012,1017,995
Ibarama,430975,RS,Sul,PFIZER/BIONTECH,1265,942,323
Ibarama,430975,RS,Sul,JANSSEN,115,0,0
Ibaretama,230526,CE,Nordeste,BUTANTAN/SINOVAC,2380,1255,1125
Ibaretama,230526,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1922,1750,172
Ibaretama,230526,CE,Nordeste,PFIZER/BIONTECH,204,204,0
Ibaretama,230526,CE,Nordeste,JANSSEN,2,0,0
Ibaté,351930,SP,Sudeste,BUTANTAN/SINOVAC,20021,10369,9651
Ibaté,351930,SP,Sudeste,FIOCRUZ/ASTRAZENECA,18145,9059,9086
Ibaté,351930,SP,Sudeste,PFIZER/BIONTECH,11426,7781,3625
Ibaté,351930,SP,Sudeste,JANSSEN,1033,0,0
Ibateguara,270300,AL,Nordeste,FIOCRUZ/ASTRAZENECA,6573,3916,2657
Ibateguara,270300,AL,Nordeste,BUTANTAN/SINOVAC,4183,2192,1991
Ibateguara,270300,AL,Nordeste,PFIZER/BIONTECH,3276,3244,32
Ibateguara,270300,AL,Nordeste,JANSSEN,118,0,0
Ibatiba,320245,ES,Sudeste,FIOCRUZ/ASTRAZENECA,6392,5570,822
Ibatiba,320245,ES,Sudeste,BUTANTAN/SINOVAC,5962,3117,2845
Ibatiba,320245,ES,Sudeste,PFIZER/BIONTECH,2088,2085,3
Ibatiba,320245,ES,Sudeste,JANSSEN,729,0,0
Ibema,410975,PR,Sul,FIOCRUZ/ASTRAZENECA,3624,1985,1639
Ibema,410975,PR,Sul,BUTANTAN/SINOVAC,2239,1150,1089
Ibema,410975,PR,Sul,PFIZER/BIONTECH,1825,1324,501
Ibema,410975,PR,Sul,JANSSEN,114,0,0
Ibertioga,312940,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2502,1471,1031
Ibertioga,312940,MG,Sudeste,BUTANTAN/SINOVAC,1984,1148,836
Ibertioga,312940,MG,Sudeste,PFIZER/BIONTECH,1456,1143,275
Ibertioga,312940,MG,Sudeste,JANSSEN,69,0,0
Ibiá,312950,MG,Sudeste,FIOCRUZ/ASTRAZENECA,12476,6791,5685
Ibiá,312950,MG,Sudeste,BUTANTAN/SINOVAC,8367,4580,3787
Ibiá,312950,MG,Sudeste,PFIZER/BIONTECH,7191,5450,1728
Ibiá,312950,MG,Sudeste,JANSSEN,412,0,0
Ibiaçá,430980,RS,Sul,FIOCRUZ/ASTRAZENECA,3715,1934,1781
Ibiaçá,430980,RS,Sul,BUTANTAN/SINOVAC,1987,1000,987
Ibiaçá,430980,RS,Sul,PFIZER/BIONTECH,1346,928,418
Ibiaçá,430980,RS,Sul,JANSSEN,108,0,0
Ibiaí,312960,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3153,2065,1087
Ibiaí,312960,MG,Sudeste,BUTANTAN/SINOVAC,2136,1228,908
Ibiaí,312960,MG,Sudeste,PFIZER/BIONTECH,1633,1557,10
Ibiaí,312960,MG,Sudeste,JANSSEN,80,0,0
Ibiam,420675,SC,Sul,FIOCRUZ/ASTRAZENECA,1466,808,658
Ibiam,420675,SC,Sul,BUTANTAN/SINOVAC,822,420,402
Ibiam,420675,SC,Sul,PFIZER/BIONTECH,696,448,231
Ibiam,420675,SC,Sul,JANSSEN,70,0,0
Ibiapina,230530,CE,Nordeste,BUTANTAN/SINOVAC,4722,2356,2366
Ibiapina,230530,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4560,2327,2233
Ibiapina,230530,CE,Nordeste,PFIZER/BIONTECH,70,6,18
Ibiara,250660,PB,Nordeste,BUTANTAN/SINOVAC,2835,1441,1369
Ibiara,250660,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2114,963,954
Ibiara,250660,PB,Nordeste,PFIZER/BIONTECH,1316,1058,33
Ibiara,250660,PB,Nordeste,JANSSEN,95,1,0
Ibiassucê,291200,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5186,2831,2355
Ibiassucê,291200,BA,Nordeste,BUTANTAN/SINOVAC,4049,2107,1942
Ibiassucê,291200,BA,Nordeste,PFIZER/BIONTECH,3261,2854,406
Ibiassucê,291200,BA,Nordeste,JANSSEN,116,0,0
Ibicaraí,291210,BA,Nordeste,FIOCRUZ/ASTRAZENECA,12281,7103,5178
Ibicaraí,291210,BA,Nordeste,BUTANTAN/SINOVAC,8155,4315,3840
Ibicaraí,291210,BA,Nordeste,PFIZER/BIONTECH,5808,4752,1006
Ibicaraí,291210,BA,Nordeste,JANSSEN,256,0,0
Ibicaré,420680,SC,Sul,FIOCRUZ/ASTRAZENECA,2231,1157,1074
Ibicaré,420680,SC,Sul,BUTANTAN/SINOVAC,1552,785,767
Ibicaré,420680,SC,Sul,PFIZER/BIONTECH,1199,779,407
Ibicaré,420680,SC,Sul,JANSSEN,100,0,0
Ibicoara,291220,BA,Nordeste,BUTANTAN/SINOVAC,7227,4470,2757
Ibicoara,291220,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7204,4094,3110
Ibicoara,291220,BA,Nordeste,PFIZER/BIONTECH,5145,4310,829
Ibicoara,291220,BA,Nordeste,JANSSEN,202,0,0
Ibicuí,291230,BA,Nordeste,FIOCRUZ/ASTRAZENECA,12074,7626,4448
Ibicuí,291230,BA,Nordeste,BUTANTAN/SINOVAC,6324,3307,3017
Ibicuí,291230,BA,Nordeste,PFIZER/BIONTECH,4151,3674,477
Ibicuí,291230,BA,Nordeste,JANSSEN,239,0,0
Ibicuitinga,230533,CE,Nordeste,BUTANTAN/SINOVAC,2448,1280,1168
Ibicuitinga,230533,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1498,1108,390
Ibicuitinga,230533,CE,Nordeste,PFIZER/BIONTECH,177,116,29
Ibicuitinga,230533,CE,Nordeste,JANSSEN,4,0,0
Ibimirim,260660,PE,Nordeste,FIOCRUZ/ASTRAZENECA,12121,6908,5213
Ibimirim,260660,PE,Nordeste,BUTANTAN/SINOVAC,9148,4655,4493
Ibimirim,260660,PE,Nordeste,PFIZER/BIONTECH,8755,6304,2446
Ibimirim,260660,PE,Nordeste,JANSSEN,307,0,0
Ibipeba,291240,BA,Nordeste,FIOCRUZ/ASTRAZENECA,12903,6887,6016
Ibipeba,291240,BA,Nordeste,BUTANTAN/SINOVAC,5197,2708,2489
Ibipeba,291240,BA,Nordeste,PFIZER/BIONTECH,3589,3096,493
Ibipeba,291240,BA,Nordeste,JANSSEN,113,0,0
Ibipitanga,291250,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7228,4186,3040
Ibipitanga,291250,BA,Nordeste,BUTANTAN/SINOVAC,4652,2410,2242
Ibipitanga,291250,BA,Nordeste,PFIZER/BIONTECH,3812,3227,571
Ibipitanga,291250,BA,Nordeste,JANSSEN,177,0,0
Ibiporã,410980,PR,Sul,FIOCRUZ/ASTRAZENECA,32381,17513,14868
Ibiporã,410980,PR,Sul,PFIZER/BIONTECH,18680,13225,5249
Ibiporã,410980,PR,Sul,BUTANTAN/SINOVAC,17390,8935,8455
Ibiporã,410980,PR,Sul,JANSSEN,1426,0,0
Ibiquera,291260,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1896,1202,694
Ibiquera,291260,BA,Nordeste,BUTANTAN/SINOVAC,1433,751,682
Ibiquera,291260,BA,Nordeste,PFIZER/BIONTECH,1016,887,129
Ibiquera,291260,BA,Nordeste,JANSSEN,47,0,0
Ibirá,351940,SP,Sudeste,BUTANTAN/SINOVAC,6097,3104,2978
Ibirá,351940,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5439,2717,2722
Ibirá,351940,SP,Sudeste,PFIZER/BIONTECH,2989,2014,961
Ibirá,351940,SP,Sudeste,JANSSEN,271,0,0
Ibiracatu,312965,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2434,1507,927
Ibiracatu,312965,MG,Sudeste,BUTANTAN/SINOVAC,1747,935,812
Ibiracatu,312965,MG,Sudeste,PFIZER/BIONTECH,863,729,127
Ibiracatu,312965,MG,Sudeste,JANSSEN,50,0,0
Ibiraci,312970,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5653,3276,2377
Ibiraci,312970,MG,Sudeste,BUTANTAN/SINOVAC,4488,2413,2075
Ibiraci,312970,MG,Sudeste,PFIZER/BIONTECH,4184,3347,805
Ibiraci,312970,MG,Sudeste,JANSSEN,179,0,0
Ibiraçu,320250,ES,Sudeste,FIOCRUZ/ASTRAZENECA,6169,3243,2926
Ibiraçu,320250,ES,Sudeste,BUTANTAN/SINOVAC,4970,2718,2252
Ibiraçu,320250,ES,Sudeste,PFIZER/BIONTECH,4721,3743,962
Ibiraçu,320250,ES,Sudeste,JANSSEN,630,0,0
Ibiraiaras,430990,RS,Sul,FIOCRUZ/ASTRAZENECA,4902,2499,2403
Ibiraiaras,430990,RS,Sul,BUTANTAN/SINOVAC,3168,1597,1571
Ibiraiaras,430990,RS,Sul,PFIZER/BIONTECH,2187,1481,700
Ibiraiaras,430990,RS,Sul,JANSSEN,172,0,0
Ibirajuba,260670,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3804,2140,1664
Ibirajuba,260670,PE,Nordeste,BUTANTAN/SINOVAC,3070,1621,1449
Ibirajuba,260670,PE,Nordeste,PFIZER/BIONTECH,2639,1955,672
Ibirajuba,260670,PE,Nordeste,JANSSEN,70,0,0
Ibirama,420690,SC,Sul,FIOCRUZ/ASTRAZENECA,10723,5889,4834
Ibirama,420690,SC,Sul,BUTANTAN/SINOVAC,6405,3545,2860
Ibirama,420690,SC,Sul,PFIZER/BIONTECH,5001,3853,1148
Ibirama,420690,SC,Sul,JANSSEN,456,0,0
Ibirapitanga,291270,BA,Nordeste,FIOCRUZ/ASTRAZENECA,10854,6907,3947
Ibirapitanga,291270,BA,Nordeste,BUTANTAN/SINOVAC,5230,2825,2405
Ibirapitanga,291270,BA,Nordeste,PFIZER/BIONTECH,3746,3662,84
Ibirapitanga,291270,BA,Nordeste,JANSSEN,112,0,0
Ibirapuã,291280,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4524,2759,1765
Ibirapuã,291280,BA,Nordeste,BUTANTAN/SINOVAC,3090,1624,1466
Ibirapuã,291280,BA,Nordeste,PFIZER/BIONTECH,2537,2134,366
Ibirapuã,291280,BA,Nordeste,JANSSEN,100,0,0
Ibirapuitã,430995,RS,Sul,FIOCRUZ/ASTRAZENECA,2360,1228,1132
Ibirapuitã,430995,RS,Sul,BUTANTAN/SINOVAC,1564,808,756
Ibirapuitã,430995,RS,Sul,PFIZER/BIONTECH,1325,950,356
Ibirapuitã,430995,RS,Sul,JANSSEN,94,0,0
Ibirarema,351950,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4401,2178,2223
Ibirarema,351950,SP,Sudeste,BUTANTAN/SINOVAC,4078,2018,2050
Ibirarema,351950,SP,Sudeste,PFIZER/BIONTECH,1838,1199,638
Ibirarema,351950,SP,Sudeste,JANSSEN,157,0,0
