Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Santo Augusto,431780,RS,Sul,JANSSEN,400,0,0
Santo Cristo,431790,RS,Sul,FIOCRUZ/ASTRAZENECA,8925,4578,4347
Santo Cristo,431790,RS,Sul,PFIZER/BIONTECH,5848,4425,1420
Santo Cristo,431790,RS,Sul,BUTANTAN/SINOVAC,5353,2705,2648
Santo Cristo,431790,RS,Sul,JANSSEN,385,0,0
Santo Estêvão,292880,BA,Nordeste,FIOCRUZ/ASTRAZENECA,23693,13617,10076
Santo Estêvão,292880,BA,Nordeste,BUTANTAN/SINOVAC,18091,9973,8118
Santo Estêvão,292880,BA,Nordeste,PFIZER/BIONTECH,15478,12419,2956
Santo Estêvão,292880,BA,Nordeste,JANSSEN,602,0,0
Santo Expedito,354830,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2053,1088,965
Santo Expedito,354830,SP,Sudeste,BUTANTAN/SINOVAC,1860,907,952
Santo Expedito,354830,SP,Sudeste,PFIZER/BIONTECH,1116,719,394
Santo Expedito,354830,SP,Sudeste,JANSSEN,58,0,0
Santo Expedito Do Sul,431795,RS,Sul,FIOCRUZ/ASTRAZENECA,1758,936,822
Santo Expedito Do Sul,431795,RS,Sul,BUTANTAN/SINOVAC,1123,588,535
Santo Expedito Do Sul,431795,RS,Sul,PFIZER/BIONTECH,857,562,295
Santo Expedito Do Sul,431795,RS,Sul,JANSSEN,49,0,0
Santo Hipólito,316060,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1578,1031,547
Santo Hipólito,316060,MG,Sudeste,BUTANTAN/SINOVAC,1049,563,486
Santo Hipólito,316060,MG,Sudeste,PFIZER/BIONTECH,650,541,109
Santo Hipólito,316060,MG,Sudeste,JANSSEN,79,0,0
Santo Inácio,412450,PR,Sul,FIOCRUZ/ASTRAZENECA,3546,1941,1605
Santo Inácio,412450,PR,Sul,BUTANTAN/SINOVAC,2261,1217,1044
Santo Inácio,412450,PR,Sul,PFIZER/BIONTECH,1632,1222,410
Santo Inácio,412450,PR,Sul,JANSSEN,211,0,0
Santo Inácio Do Piauí,220950,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2081,1222,859
Santo Inácio Do Piauí,220950,PI,Nordeste,BUTANTAN/SINOVAC,1496,792,704
Santo Inácio Do Piauí,220950,PI,Nordeste,PFIZER/BIONTECH,1060,747,313
Santo Inácio Do Piauí,220950,PI,Nordeste,JANSSEN,69,0,0
Santópolis Do Aguapeí,354840,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2666,1306,1360
Santópolis Do Aguapeí,354840,SP,Sudeste,BUTANTAN/SINOVAC,2305,1111,1194
Santópolis Do Aguapeí,354840,SP,Sudeste,PFIZER/BIONTECH,1325,814,502
Santópolis Do Aguapeí,354840,SP,Sudeste,JANSSEN,172,0,0
Santos,354850,SP,Sudeste,FIOCRUZ/ASTRAZENECA,324138,172110,152027
Santos,354850,SP,Sudeste,BUTANTAN/SINOVAC,261021,128914,131484
Santos,354850,SP,Sudeste,PFIZER/BIONTECH,110014,69055,40480
Santos,354850,SP,Sudeste,JANSSEN,8946,0,0
Santos Dumont,316070,MG,Sudeste,FIOCRUZ/ASTRAZENECA,16714,13032,3682
Santos Dumont,316070,MG,Sudeste,BUTANTAN/SINOVAC,11545,6089,5456
Santos Dumont,316070,MG,Sudeste,PFIZER/BIONTECH,4389,4287,102
Santos Dumont,316070,MG,Sudeste,JANSSEN,965,0,0
São Benedito,231230,CE,Nordeste,BUTANTAN/SINOVAC,8797,4473,4324
São Benedito,231230,CE,Nordeste,FIOCRUZ/ASTRAZENECA,8239,4653,3586
São Benedito,231230,CE,Nordeste,PFIZER/BIONTECH,47,5,42
São Benedito Do Rio Preto,211040,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5878,3772,2106
São Benedito Do Rio Preto,211040,MA,Nordeste,BUTANTAN/SINOVAC,4902,2992,1910
São Benedito Do Rio Preto,211040,MA,Nordeste,PFIZER/BIONTECH,1931,1882,49
São Benedito Do Rio Preto,211040,MA,Nordeste,JANSSEN,143,0,0
São Benedito Do Sul,261290,PE,Nordeste,FIOCRUZ/ASTRAZENECA,5000,2839,2161
São Benedito Do Sul,261290,PE,Nordeste,PFIZER/BIONTECH,2697,2221,465
São Benedito Do Sul,261290,PE,Nordeste,BUTANTAN/SINOVAC,2345,1227,1118
São Benedito Do Sul,261290,PE,Nordeste,JANSSEN,112,0,0
São Bentinho,251392,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1880,1181,699
São Bentinho,251392,PB,Nordeste,BUTANTAN/SINOVAC,1757,915,842
São Bentinho,251392,PB,Nordeste,PFIZER/BIONTECH,854,785,69
São Bentinho,251392,PB,Nordeste,JANSSEN,80,0,0
São Bento,211050,MA,Nordeste,FIOCRUZ/ASTRAZENECA,21440,12235,9205
São Bento,211050,MA,Nordeste,BUTANTAN/SINOVAC,11003,5904,5099
São Bento,211050,MA,Nordeste,PFIZER/BIONTECH,5111,4264,798
São Bento,211050,MA,Nordeste,JANSSEN,368,0,0
São Bento,251390,PB,Nordeste,FIOCRUZ/ASTRAZENECA,13420,8207,5213
São Bento,251390,PB,Nordeste,BUTANTAN/SINOVAC,11723,6568,5155
São Bento,251390,PB,Nordeste,PFIZER/BIONTECH,9800,8139,1661
São Bento,251390,PB,Nordeste,JANSSEN,598,0,0
São Bento Abade,316080,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2203,1475,728
São Bento Abade,316080,MG,Sudeste,BUTANTAN/SINOVAC,1698,957,741
São Bento Abade,316080,MG,Sudeste,PFIZER/BIONTECH,1431,1218,207
São Bento Abade,316080,MG,Sudeste,JANSSEN,66,0,0
São Bento Do Norte,241160,RN,Nordeste,BUTANTAN/SINOVAC,2044,1078,966
São Bento Do Norte,241160,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1975,1087,888
São Bento Do Norte,241160,RN,Nordeste,PFIZER/BIONTECH,1215,927,288
São Bento Do Norte,241160,RN,Nordeste,JANSSEN,94,0,0
São Bento Do Sapucaí,354860,SP,Sudeste,BUTANTAN/SINOVAC,7591,3896,3691
São Bento Do Sapucaí,354860,SP,Sudeste,FIOCRUZ/ASTRAZENECA,7560,4109,3451
São Bento Do Sapucaí,354860,SP,Sudeste,PFIZER/BIONTECH,3886,2164,1722
São Bento Do Sapucaí,354860,SP,Sudeste,JANSSEN,266,0,0
São Bento Do Sul,421580,SC,Sul,FIOCRUZ/ASTRAZENECA,44214,23948,20266
São Bento Do Sul,421580,SC,Sul,PFIZER/BIONTECH,28516,20949,7301
São Bento Do Sul,421580,SC,Sul,BUTANTAN/SINOVAC,25627,13798,11829
São Bento Do Sul,421580,SC,Sul,JANSSEN,2886,0,0
São Bento Do Tocantins,172010,TO,Norte,BUTANTAN/SINOVAC,1687,993,694
São Bento Do Tocantins,172010,TO,Norte,FIOCRUZ/ASTRAZENECA,1643,1119,524
São Bento Do Tocantins,172010,TO,Norte,PFIZER/BIONTECH,772,767,5
São Bento Do Tocantins,172010,TO,Norte,JANSSEN,53,0,0
São Bento Do Trairí,241170,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2279,1287,992
São Bento Do Trairí,241170,RN,Nordeste,BUTANTAN/SINOVAC,1460,746,714
São Bento Do Trairí,241170,RN,Nordeste,PFIZER/BIONTECH,1193,941,252
São Bento Do Trairí,241170,RN,Nordeste,JANSSEN,118,0,0
São Bento Do Una,261300,PE,Nordeste,FIOCRUZ/ASTRAZENECA,27581,14817,12764
São Bento Do Una,261300,PE,Nordeste,PFIZER/BIONTECH,17101,13143,3915
São Bento Do Una,261300,PE,Nordeste,BUTANTAN/SINOVAC,15900,8467,7433
São Bento Do Una,261300,PE,Nordeste,JANSSEN,487,0,0
São Bernardino,421575,SC,Sul,FIOCRUZ/ASTRAZENECA,1669,906,763
São Bernardino,421575,SC,Sul,BUTANTAN/SINOVAC,1190,605,585
São Bernardino,421575,SC,Sul,PFIZER/BIONTECH,779,580,188
São Bernardino,421575,SC,Sul,JANSSEN,75,0,0
São Bernardo,211060,MA,Nordeste,FIOCRUZ/ASTRAZENECA,11842,6844,4998
São Bernardo,211060,MA,Nordeste,BUTANTAN/SINOVAC,9706,5242,4464
São Bernardo,211060,MA,Nordeste,PFIZER/BIONTECH,4002,3726,185
São Bernardo,211060,MA,Nordeste,JANSSEN,215,0,0
São Bernardo Do Campo,354870,SP,Sudeste,FIOCRUZ/ASTRAZENECA,488782,263691,225091
São Bernardo Do Campo,354870,SP,Sudeste,BUTANTAN/SINOVAC,430864,221190,208811
São Bernardo Do Campo,354870,SP,Sudeste,PFIZER/BIONTECH,289322,165130,123818
São Bernardo Do Campo,354870,SP,Sudeste,JANSSEN,20952,0,0
São Bonifácio,421590,SC,Sul,FIOCRUZ/ASTRAZENECA,2027,1173,854
São Bonifácio,421590,SC,Sul,BUTANTAN/SINOVAC,1380,705,675
São Bonifácio,421590,SC,Sul,PFIZER/BIONTECH,997,757,207
São Bonifácio,421590,SC,Sul,JANSSEN,95,0,0
São Borja,431800,RS,Sul,FIOCRUZ/ASTRAZENECA,55819,30175,25644
São Borja,431800,RS,Sul,BUTANTAN/SINOVAC,18623,9490,9133
São Borja,431800,RS,Sul,PFIZER/BIONTECH,14917,9306,5381
São Borja,431800,RS,Sul,JANSSEN,1686,0,0
São Brás,270820,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3848,2419,1429
São Brás,270820,AL,Nordeste,BUTANTAN/SINOVAC,3772,1977,1795
São Brás,270820,AL,Nordeste,PFIZER/BIONTECH,411,404,1
São Brás,270820,AL,Nordeste,JANSSEN,53,0,0
São Brás Do Suaçuí,316090,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1518,981,537
São Brás Do Suaçuí,316090,MG,Sudeste,BUTANTAN/SINOVAC,999,579,420
São Brás Do Suaçuí,316090,MG,Sudeste,PFIZER/BIONTECH,656,656,0
São Brás Do Suaçuí,316090,MG,Sudeste,JANSSEN,115,0,0
São Braz Do Piauí,220955,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2115,1162,953
São Braz Do Piauí,220955,PI,Nordeste,BUTANTAN/SINOVAC,1700,870,830
São Braz Do Piauí,220955,PI,Nordeste,PFIZER/BIONTECH,1540,1203,323
São Braz Do Piauí,220955,PI,Nordeste,JANSSEN,60,0,0
São Caetano De Odivelas,150710,PA,Norte,FIOCRUZ/ASTRAZENECA,7452,5157,2295
São Caetano De Odivelas,150710,PA,Norte,BUTANTAN/SINOVAC,5936,4106,1830
São Caetano De Odivelas,150710,PA,Norte,PFIZER/BIONTECH,743,739,4
São Caetano De Odivelas,150710,PA,Norte,JANSSEN,352,0,0
São Caetano Do Sul,354880,SP,Sudeste,FIOCRUZ/ASTRAZENECA,111533,55205,56328
São Caetano Do Sul,354880,SP,Sudeste,BUTANTAN/SINOVAC,103534,51682,51834
São Caetano Do Sul,354880,SP,Sudeste,PFIZER/BIONTECH,42674,27241,14938
São Caetano Do Sul,354880,SP,Sudeste,JANSSEN,3732,0,0
São Caitano,261310,PE,Nordeste,FIOCRUZ/ASTRAZENECA,16660,11518,5142
São Caitano,261310,PE,Nordeste,BUTANTAN/SINOVAC,11110,7106,4004
São Caitano,261310,PE,Nordeste,PFIZER/BIONTECH,8904,8394,510
São Caitano,261310,PE,Nordeste,JANSSEN,252,0,0
São Carlos,354890,SP,Sudeste,BUTANTAN/SINOVAC,153617,79029,74587
São Carlos,354890,SP,Sudeste,FIOCRUZ/ASTRAZENECA,151666,74087,77579
São Carlos,354890,SP,Sudeste,PFIZER/BIONTECH,72757,49421,23077
São Carlos,354890,SP,Sudeste,JANSSEN,6149,0,0
São Carlos,421600,SC,Sul,FIOCRUZ/ASTRAZENECA,6743,3690,3053
São Carlos,421600,SC,Sul,BUTANTAN/SINOVAC,3560,1865,1695
São Carlos,421600,SC,Sul,PFIZER/BIONTECH,2730,2117,566
São Carlos,421600,SC,Sul,JANSSEN,395,0,0
São Carlos Do Ivaí,412460,PR,Sul,FIOCRUZ/ASTRAZENECA,3741,2544,1197
São Carlos Do Ivaí,412460,PR,Sul,BUTANTAN/SINOVAC,2076,1117,959
São Carlos Do Ivaí,412460,PR,Sul,PFIZER/BIONTECH,1385,1133,252
São Carlos Do Ivaí,412460,PR,Sul,JANSSEN,248,0,0
São Cristóvão,280670,SE,Nordeste,FIOCRUZ/ASTRAZENECA,8760,7140,1620
São Cristóvão,280670,SE,Nordeste,PFIZER/BIONTECH,4467,4361,106
São Cristóvão,280670,SE,Nordeste,BUTANTAN/SINOVAC,1357,1214,143
São Cristóvão,280670,SE,Nordeste,JANSSEN,22,0,0
São Cristóvão Do Sul,421605,SC,Sul,FIOCRUZ/ASTRAZENECA,6726,3532,3194
São Cristóvão Do Sul,421605,SC,Sul,BUTANTAN/SINOVAC,1586,806,780
São Cristóvão Do Sul,421605,SC,Sul,PFIZER/BIONTECH,1359,996,353
São Cristóvão Do Sul,421605,SC,Sul,JANSSEN,198,0,0
São Desidério,292890,BA,Nordeste,FIOCRUZ/ASTRAZENECA,15640,9212,6428
São Desidério,292890,BA,Nordeste,BUTANTAN/SINOVAC,14144,7794,6350
São Desidério,292890,BA,Nordeste,PFIZER/BIONTECH,11304,9337,1933
São Desidério,292890,BA,Nordeste,JANSSEN,567,0,0
São Domingos,251396,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1547,881,666
São Domingos,251396,PB,Nordeste,BUTANTAN/SINOVAC,1497,763,734
São Domingos,251396,PB,Nordeste,PFIZER/BIONTECH,870,679,191
São Domingos,251396,PB,Nordeste,JANSSEN,50,0,0
São Domingos,280680,SE,Nordeste,BUTANTAN/SINOVAC,3816,2208,1608
São Domingos,280680,SE,Nordeste,FIOCRUZ/ASTRAZENECA,3660,2748,912
São Domingos,280680,SE,Nordeste,PFIZER/BIONTECH,1859,1739,120
São Domingos,280680,SE,Nordeste,JANSSEN,108,0,0
São Domingos,292895,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5317,2882,2435
São Domingos,292895,BA,Nordeste,BUTANTAN/SINOVAC,3382,1790,1592
São Domingos,292895,BA,Nordeste,PFIZER/BIONTECH,2675,2106,569
São Domingos,292895,BA,Nordeste,JANSSEN,55,0,0
São Domingos,421610,SC,Sul,FIOCRUZ/ASTRAZENECA,5973,3163,2810
São Domingos,421610,SC,Sul,BUTANTAN/SINOVAC,3207,1648,1559
São Domingos,421610,SC,Sul,PFIZER/BIONTECH,2827,2043,784
São Domingos,421610,SC,Sul,JANSSEN,314,0,0
São Domingos,521980,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,7810,4520,3290
São Domingos,521980,GO,Centro-Oeste,BUTANTAN/SINOVAC,2681,1490,1191
São Domingos,521980,GO,Centro-Oeste,PFIZER/BIONTECH,1054,1049,5
São Domingos,521980,GO,Centro-Oeste,JANSSEN,441,0,0
São Domingos Das Dores,316095,MG,Sudeste,BUTANTAN/SINOVAC,2671,1447,1224
São Domingos Das Dores,316095,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2567,1430,1137
São Domingos Das Dores,316095,MG,Sudeste,PFIZER/BIONTECH,1605,1275,330
São Domingos Das Dores,316095,MG,Sudeste,JANSSEN,72,0,0
São Domingos Do Araguaia,150715,PA,Norte,FIOCRUZ/ASTRAZENECA,9517,6920,2597
São Domingos Do Araguaia,150715,PA,Norte,BUTANTAN/SINOVAC,3682,2377,1305
São Domingos Do Araguaia,150715,PA,Norte,PFIZER/BIONTECH,862,861,1
São Domingos Do Araguaia,150715,PA,Norte,JANSSEN,450,0,0
São Domingos Do Azeitão,211065,MA,Nordeste,FIOCRUZ/ASTRAZENECA,3450,2161,1289
São Domingos Do Azeitão,211065,MA,Nordeste,PFIZER/BIONTECH,2107,1714,389
São Domingos Do Azeitão,211065,MA,Nordeste,BUTANTAN/SINOVAC,2094,1161,933
São Domingos Do Azeitão,211065,MA,Nordeste,JANSSEN,56,0,0
São Domingos Do Capim,150720,PA,Norte,FIOCRUZ/ASTRAZENECA,22573,12335,10236
São Domingos Do Capim,150720,PA,Norte,PFIZER/BIONTECH,7411,5138,2261
São Domingos Do Capim,150720,PA,Norte,BUTANTAN/SINOVAC,7304,3838,3466
São Domingos Do Capim,150720,PA,Norte,JANSSEN,491,0,0
São Domingos Do Cariri,251394,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1356,803,553
São Domingos Do Cariri,251394,PB,Nordeste,BUTANTAN/SINOVAC,1111,561,550
São Domingos Do Cariri,251394,PB,Nordeste,PFIZER/BIONTECH,718,593,114
São Domingos Do Cariri,251394,PB,Nordeste,JANSSEN,48,0,0
São Domingos Do Maranhão,211070,MA,Nordeste,FIOCRUZ/ASTRAZENECA,13128,9030,4098
São Domingos Do Maranhão,211070,MA,Nordeste,BUTANTAN/SINOVAC,11501,6815,4686
São Domingos Do Maranhão,211070,MA,Nordeste,PFIZER/BIONTECH,2990,2606,357
São Domingos Do Maranhão,211070,MA,Nordeste,JANSSEN,270,0,0
São Domingos Do Norte,320465,ES,Sudeste,FIOCRUZ/ASTRAZENECA,5115,2870,2245
São Domingos Do Norte,320465,ES,Sudeste,BUTANTAN/SINOVAC,4065,2282,1783
São Domingos Do Norte,320465,ES,Sudeste,PFIZER/BIONTECH,3407,2645,752
São Domingos Do Norte,320465,ES,Sudeste,JANSSEN,402,0,0
São Domingos Do Prata,316100,MG,Sudeste,FIOCRUZ/ASTRAZENECA,9582,5837,3745
São Domingos Do Prata,316100,MG,Sudeste,BUTANTAN/SINOVAC,6877,3655,3222
São Domingos Do Prata,316100,MG,Sudeste,PFIZER/BIONTECH,4380,3840,540
São Domingos Do Prata,316100,MG,Sudeste,JANSSEN,468,0,0
São Domingos Do Sul,431805,RS,Sul,FIOCRUZ/ASTRAZENECA,2084,1079,1005
São Domingos Do Sul,431805,RS,Sul,BUTANTAN/SINOVAC,1336,678,658
São Domingos Do Sul,431805,RS,Sul,PFIZER/BIONTECH,981,613,365
São Domingos Do Sul,431805,RS,Sul,JANSSEN,70,0,0
São Felipe,292910,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7752,5294,2458
São Felipe,292910,BA,Nordeste,BUTANTAN/SINOVAC,6060,3569,2491
São Felipe,292910,BA,Nordeste,PFIZER/BIONTECH,4894,4224,647
São Felipe,292910,BA,Nordeste,JANSSEN,257,0,0
São Felipe D'Oeste,110148,RO,Norte,FIOCRUZ/ASTRAZENECA,3027,1579,1448
São Felipe D'Oeste,110148,RO,Norte,PFIZER/BIONTECH,2102,1481,621
São Felipe D'Oeste,110148,RO,Norte,BUTANTAN/SINOVAC,2005,1033,972
São Felipe D'Oeste,110148,RO,Norte,JANSSEN,130,0,0
São Félix,292900,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7780,4366,3414
São Félix,292900,BA,Nordeste,BUTANTAN/SINOVAC,3737,1968,1769
São Félix,292900,BA,Nordeste,PFIZER/BIONTECH,3472,2634,811
São Félix,292900,BA,Nordeste,JANSSEN,181,0,0
São Félix De Balsas,211080,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2419,1491,928
São Félix De Balsas,211080,MA,Nordeste,BUTANTAN/SINOVAC,1560,853,707
São Félix De Balsas,211080,MA,Nordeste,PFIZER/BIONTECH,716,714,2
São Félix De Balsas,211080,MA,Nordeste,JANSSEN,61,0,0
São Félix De Minas,316105,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2119,1266,853
São Félix De Minas,316105,MG,Sudeste,BUTANTAN/SINOVAC,956,484,472
São Félix De Minas,316105,MG,Sudeste,PFIZER/BIONTECH,919,797,122
São Félix De Minas,316105,MG,Sudeste,JANSSEN,65,0,0
São Félix Do Araguaia,510785,MT,Centro-Oeste,BUTANTAN/SINOVAC,8343,4944,3399
São Félix Do Araguaia,510785,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5656,3391,2265
São Félix Do Araguaia,510785,MT,Centro-Oeste,PFIZER/BIONTECH,2224,1945,279
São Félix Do Araguaia,510785,MT,Centro-Oeste,JANSSEN,270,0,0
São Félix Do Coribe,292905,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7397,4012,3383
São Félix Do Coribe,292905,BA,Nordeste,BUTANTAN/SINOVAC,4739,2506,2233
São Félix Do Coribe,292905,BA,Nordeste,PFIZER/BIONTECH,4735,3755,957
São Félix Do Coribe,292905,BA,Nordeste,JANSSEN,169,0,0
São Félix Do Piauí,220960,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1849,1074,775
São Félix Do Piauí,220960,PI,Nordeste,BUTANTAN/SINOVAC,1420,734,686
São Félix Do Piauí,220960,PI,Nordeste,PFIZER/BIONTECH,754,615,138
São Félix Do Piauí,220960,PI,Nordeste,JANSSEN,44,0,0
São Félix Do Tocantins,172015,TO,Norte,FIOCRUZ/ASTRAZENECA,1041,595,446
São Félix Do Tocantins,172015,TO,Norte,BUTANTAN/SINOVAC,512,272,240
São Félix Do Tocantins,172015,TO,Norte,PFIZER/BIONTECH,222,222,0
São Félix Do Tocantins,172015,TO,Norte,JANSSEN,20,0,0
São Félix Do Xingu,150730,PA,Norte,FIOCRUZ/ASTRAZENECA,11337,8287,3050
São Félix Do Xingu,150730,PA,Norte,BUTANTAN/SINOVAC,6414,3689,2725
São Félix Do Xingu,150730,PA,Norte,JANSSEN,5526,0,0
São Félix Do Xingu,150730,PA,Norte,PFIZER/BIONTECH,1546,1465,71
São Fernando,241180,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1834,993,841
São Fernando,241180,RN,Nordeste,BUTANTAN/SINOVAC,1727,932,795
São Fernando,241180,RN,Nordeste,PFIZER/BIONTECH,1323,857,466
São Fernando,241180,RN,Nordeste,JANSSEN,60,0,0
São Fidélis,330480,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,10155,6003,4152
São Fidélis,330480,RJ,Sudeste,BUTANTAN/SINOVAC,5518,3782,1736
São Fidélis,330480,RJ,Sudeste,PFIZER/BIONTECH,4000,3259,740
São Fidélis,330480,RJ,Sudeste,JANSSEN,595,15,0
São Francisco,251398,PB,Nordeste,BUTANTAN/SINOVAC,2104,1095,1009
São Francisco,251398,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2051,1155,896
São Francisco,251398,PB,Nordeste,PFIZER/BIONTECH,892,732,160
São Francisco,251398,PB,Nordeste,JANSSEN,54,0,0
São Francisco,280690,SE,Nordeste,BUTANTAN/SINOVAC,1782,929,853
São Francisco,280690,SE,Nordeste,FIOCRUZ/ASTRAZENECA,1579,965,614
São Francisco,280690,SE,Nordeste,PFIZER/BIONTECH,796,701,79
São Francisco,280690,SE,Nordeste,JANSSEN,40,0,0
São Francisco,316110,MG,Sudeste,FIOCRUZ/ASTRAZENECA,14354,12165,2189
São Francisco,316110,MG,Sudeste,BUTANTAN/SINOVAC,10955,5578,5377
São Francisco,316110,MG,Sudeste,PFIZER/BIONTECH,3860,3635,222
São Francisco,316110,MG,Sudeste,JANSSEN,324,0,0
São Francisco,354900,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2086,1059,1027
São Francisco,354900,SP,Sudeste,BUTANTAN/SINOVAC,1815,878,937
São Francisco,354900,SP,Sudeste,PFIZER/BIONTECH,890,504,386
São Francisco,354900,SP,Sudeste,JANSSEN,43,0,0
São Francisco De Assis,431810,RS,Sul,FIOCRUZ/ASTRAZENECA,11937,6167,5770
São Francisco De Assis,431810,RS,Sul,BUTANTAN/SINOVAC,7488,3793,3695
São Francisco De Assis,431810,RS,Sul,PFIZER/BIONTECH,6454,4243,2171
São Francisco De Assis,431810,RS,Sul,JANSSEN,447,0,0
São Francisco De Assis Do Piauí,220965,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3439,1777,1662
São Francisco De Assis Do Piauí,220965,PI,Nordeste,BUTANTAN/SINOVAC,1947,1023,924
São Francisco De Assis Do Piauí,220965,PI,Nordeste,PFIZER/BIONTECH,1721,1214,492
São Francisco De Assis Do Piauí,220965,PI,Nordeste,JANSSEN,97,0,0
São Francisco De Goiás,521990,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3944,2194,1750
São Francisco De Goiás,521990,GO,Centro-Oeste,BUTANTAN/SINOVAC,2093,1143,950
São Francisco De Goiás,521990,GO,Centro-Oeste,PFIZER/BIONTECH,1533,1335,198
São Francisco De Goiás,521990,GO,Centro-Oeste,JANSSEN,40,0,0
São Francisco De Itabapoana,330475,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,20465,11849,8616
São Francisco De Itabapoana,330475,RJ,Sudeste,BUTANTAN/SINOVAC,14540,8027,6513
São Francisco De Itabapoana,330475,RJ,Sudeste,PFIZER/BIONTECH,13038,11292,1746
São Francisco De Itabapoana,330475,RJ,Sudeste,JANSSEN,911,0,0
São Francisco De Paula,316120,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3633,1994,1639
São Francisco De Paula,316120,MG,Sudeste,BUTANTAN/SINOVAC,3312,1693,1619
São Francisco De Paula,316120,MG,Sudeste,PFIZER/BIONTECH,2276,1599,677
São Francisco De Paula,316120,MG,Sudeste,JANSSEN,141,0,0
São Francisco De Paula,431820,RS,Sul,FIOCRUZ/ASTRAZENECA,12517,6913,5604
São Francisco De Paula,431820,RS,Sul,PFIZER/BIONTECH,7145,5035,2039
São Francisco De Paula,431820,RS,Sul,BUTANTAN/SINOVAC,6907,3673,3234
São Francisco De Paula,431820,RS,Sul,JANSSEN,592,0,0
São Francisco De Sales,316130,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3555,1969,1586
São Francisco De Sales,316130,MG,Sudeste,BUTANTAN/SINOVAC,1841,946,895
São Francisco De Sales,316130,MG,Sudeste,PFIZER/BIONTECH,1348,1126,222
São Francisco De Sales,316130,MG,Sudeste,JANSSEN,80,0,0
São Francisco Do Brejão,211085,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4513,2554,1959
São Francisco Do Brejão,211085,MA,Nordeste,BUTANTAN/SINOVAC,2931,1595,1336
São Francisco Do Brejão,211085,MA,Nordeste,PFIZER/BIONTECH,1340,1334,6
São Francisco Do Brejão,211085,MA,Nordeste,JANSSEN,96,0,0
São Francisco Do Conde,292920,BA,Nordeste,FIOCRUZ/ASTRAZENECA,14898,8969,5929
São Francisco Do Conde,292920,BA,Nordeste,PFIZER/BIONTECH,14302,11288,2937
São Francisco Do Conde,292920,BA,Nordeste,BUTANTAN/SINOVAC,12029,6737,5292
São Francisco Do Conde,292920,BA,Nordeste,JANSSEN,1546,0,0
São Francisco Do Glória,316140,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2985,1638,1347
São Francisco Do Glória,316140,MG,Sudeste,BUTANTAN/SINOVAC,1987,1049,938
São Francisco Do Glória,316140,MG,Sudeste,PFIZER/BIONTECH,1836,1294,542
São Francisco Do Glória,316140,MG,Sudeste,JANSSEN,69,0,0
São Francisco Do Guaporé,110149,RO,Norte,FIOCRUZ/ASTRAZENECA,6465,3432,3033
São Francisco Do Guaporé,110149,RO,Norte,PFIZER/BIONTECH,5893,4469,1424
São Francisco Do Guaporé,110149,RO,Norte,BUTANTAN/SINOVAC,4553,2325,2228
São Francisco Do Guaporé,110149,RO,Norte,JANSSEN,385,380,0
São Francisco Do Maranhão,211090,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5455,3594,1861
São Francisco Do Maranhão,211090,MA,Nordeste,BUTANTAN/SINOVAC,5401,2900,2501
São Francisco Do Maranhão,211090,MA,Nordeste,PFIZER/BIONTECH,1534,1510,6
São Francisco Do Maranhão,211090,MA,Nordeste,JANSSEN,119,0,0
São Francisco Do Oeste,241190,RN,Nordeste,FIOCRUZ/ASTRAZENECA,5757,3338,2419
São Francisco Do Oeste,241190,RN,Nordeste,BUTANTAN/SINOVAC,3261,1673,1588
